,City,Cloudiness,Country,Date,Humidity,Temp,Lat,Lng,Wind Speed
88,atar,0,MR,1580229978,11,87.57,20.52,-13.05,11.72
89,puerto escondido,5,MX,1580229942,62,84.2,15.85,-97.07,6.53
90,vaini,20,TO,1580229978,100,71.6,-21.2,-175.2,1.07
91,laguna,90,US,1580229913,100,54.0,38.42,-121.42,8.05
92,alyangula,100,AU,1580229979,94,80.6,-13.85,136.42,9.17
93,palana,90,RU,1580229979,73,16.27,59.12,159.97,4.52
94,puerto ayora,20,EC,1580229979,69,82.4,-0.74,-90.35,9.17
95,santa marta,20,CO,1580229731,70,86.0,11.24,-74.2,5.82
96,imbituba,75,BR,1580229979,78,82.4,-28.24,-48.67,16.11
97,vao,100,NC,1580229979,72,77.11,-22.67,167.48,12.06
98,itamarandiba,100,BR,1580229979,91,73.89,-17.86,-42.86,6.4
99,hit,100,IQ,1580229979,59,54.46,33.64,42.83,7.38
100,seoul,1,KR,1580229969,69,41.0,37.57,126.98,4.63
101,necochea,0,AR,1580229930,36,88.0,-38.55,-58.74,23.0
102,calvinia,11,ZA,1580229980,13,79.45,-31.47,19.78,11.63
103,alice springs,0,AU,1580229858,33,89.6,-23.7,133.88,11.41
104,shestakovo,67,RU,1580229980,87,8.51,56.49,103.96,2.42
105,pinotepa nacional,0,MX,1580229980,43,85.3,16.32,-98.02,4.99
106,provideniya,0,RU,1580229980,65,-7.92,64.38,-173.3,5.79
107,lagoa,100,PT,1580229981,88,64.08,39.05,-27.98,17.65
108,arraial do cabo,3,BR,1580229981,66,89.6,-22.97,-42.03,11.41
109,chokurdakh,95,RU,1580229981,98,-24.38,70.63,147.92,8.93
110,hasaki,75,JP,1580229981,100,55.4,35.73,140.83,10.29
111,brae,75,GB,1580229981,86,39.2,60.4,-1.35,11.41
112,skjervoy,40,NO,1580229982,61,21.2,70.03,20.97,27.51
113,ambon,20,ID,1580229982,83,80.6,-3.7,128.18,6.93
114,gaoual,93,GN,1580229982,10,91.67,11.75,-13.2,3.96
115,fenoarivo,75,MG,1580229982,88,69.8,-18.93,47.44,2.24
116,yilan,75,TW,1580229982,81,57.0,24.76,121.75,3.36
117,new norfolk,40,AU,1580229982,67,63.0,-42.78,147.06,9.17
118,saint-philippe,90,RE,1580229983,69,75.2,-21.36,55.77,4.7
119,nome,1,US,1580229983,62,-14.8,64.5,-165.41,6.93
120,busselton,11,AU,1580229983,55,66.0,-33.65,115.33,5.97
121,byron bay,16,AU,1580229983,88,77.0,-28.65,153.62,3.36
122,castro,11,BR,1580229983,40,84.76,-24.79,-50.01,3.47
123,itoman,75,JP,1580229984,77,62.6,26.12,127.67,12.75
124,carnarvon,0,AU,1580229984,94,77.0,-24.87,113.63,17.22
125,tilichiki,100,RU,1580229984,94,14.16,60.47,166.1,6.06
126,rafaela,0,AR,1580229910,28,91.99,-31.25,-61.49,4.0
127,east london,0,ZA,1580229984,53,75.2,-33.02,27.91,4.7
128,hilo,90,US,1580229984,68,66.2,19.73,-155.09,2.57
129,manitouwadge,75,CA,1580229985,85,14.0,49.12,-85.84,10.29
130,huarmey,48,PE,1580229985,54,81.55,-10.07,-78.15,10.16
131,thinadhoo,65,MV,1580229806,77,81.39,0.53,72.93,13.71
132,tambura,82,SS,1580229985,14,77.13,5.6,27.47,3.51
133,velyka bilozerka,100,UA,1580229985,94,38.34,47.28,34.71,10.36
134,aksehir,90,TR,1580229985,85,38.79,38.36,31.42,0.31
135,naantali,90,FI,1580229985,100,37.99,60.45,22.03,8.05
136,gazli,0,UZ,1580229985,45,33.39,40.13,63.45,6.42
137,georgetown,20,MY,1580229721,83,84.2,5.41,100.34,6.93
138,pacifica,90,US,1580229986,87,54.0,37.61,-122.49,3.98
139,quatre cocos,75,MU,1580229986,69,77.0,-20.21,57.76,9.33
140,kamina,100,CD,1580229986,90,65.95,-8.74,24.99,0.76
141,novokruchininskiy,0,RU,1580229986,83,-11.2,51.78,113.77,2.24
142,sembe,66,CG,1580229986,32,78.71,1.65,14.58,1.59
143,klaksvik,40,FO,1580229986,69,33.8,62.23,-6.59,1.12
144,morondava,48,MG,1580229986,83,77.14,-20.28,44.28,3.58
145,burns lake,94,CA,1580229823,96,19.17,54.23,-125.75,1.77
146,hvolsvollur,20,IS,1580229987,74,35.6,63.75,-20.22,8.05
147,coquimbo,90,CL,1580229987,82,64.4,-29.95,-71.34,10.29
148,khatanga,81,RU,1580229987,97,-5.8,71.97,102.5,7.99
149,vila velha,40,BR,1580229701,66,90.0,-20.33,-40.29,13.87
150,kupang,70,ID,1580229988,76,84.2,-10.17,123.58,9.33
151,gaoua,67,BF,1580229988,8,86.04,10.3,-3.25,2.82
152,hegang,16,CN,1580229988,87,0.48,47.4,130.37,9.13
153,miraflores,40,MX,1580229988,21,73.4,19.22,-98.81,3.36
154,mut,100,TR,1580229989,92,43.99,36.64,33.44,2.51
155,shenjiamen,92,CN,1580229989,72,44.91,29.96,122.3,22.28
156,salalah,0,OM,1580229989,17,71.6,17.02,54.09,11.41
157,georgiyevka,0,KZ,1580229788,85,17.6,43.04,74.71,6.71
158,hearst,78,CA,1580229989,78,9.81,49.68,-83.67,4.68
159,naliya,0,IN,1580229989,63,61.97,23.27,68.83,10.94
160,tura,0,IN,1580229989,64,59.79,25.52,90.22,3.2
161,kodiak,90,US,1580229990,78,17.6,57.79,-152.41,3.36
162,saldanha,4,ZA,1580229990,60,71.6,-33.01,17.94,17.22
163,ilulissat,75,GL,1580229990,54,3.2,69.22,-51.1,17.22
164,verkhoyansk,46,RU,1580229990,69,-35.86,67.54,133.38,2.42
165,saskylakh,38,RU,1580229990,96,-18.58,71.92,114.08,8.16
166,williston,20,US,1580229991,100,33.8,48.15,-103.62,6.93
167,alofi,31,NU,1580229991,100,68.0,-19.06,-169.92,4.16
168,kapaa,1,US,1580229991,78,66.2,22.08,-159.32,9.17
169,salinopolis,25,BR,1580229991,80,82.44,-0.61,-47.36,13.91
170,ostrovnoy,98,RU,1580229991,99,3.63,68.05,39.51,8.41
171,narsaq,75,GL,1580229991,61,15.8,60.92,-46.05,1.12
172,tungor,10,RU,1580229991,94,0.07,53.38,142.96,9.57
173,korla,0,CN,1580229992,69,14.41,41.76,86.15,7.52
174,nikolskoye,90,RU,1580229992,95,32.0,59.7,30.79,8.95
175,butaritari,90,KI,1580229992,81,83.73,3.07,172.79,18.75
176,fort nelson,5,CA,1580229992,76,-4.0,58.81,-122.7,1.61
177,ballina,1,AU,1580229992,88,75.2,-28.87,153.57,3.36
178,los llanos de aridane,20,ES,1580229992,64,68.0,28.66,-17.92,9.17
179,iqaluit,5,CA,1580229992,68,-16.01,63.75,-68.51,24.16
180,lentekhi,78,GE,1580229993,81,19.11,42.79,42.73,2.46
181,norsup,43,VU,1580229993,77,81.0,-16.07,167.38,10.47
182,awbari,0,LY,1580229993,12,66.85,26.59,12.78,9.64
183,sabha,0,LY,1580229993,17,66.18,27.04,14.43,9.06
184,svetlyy,90,RU,1580229993,93,39.2,54.67,20.13,11.18
185,baruun-urt,88,MN,1580229994,94,-2.45,46.68,113.28,4.16
186,tekirdag,75,TR,1580229817,100,46.4,40.98,27.51,5.82
187,naze,98,JP,1580229994,72,60.8,28.37,129.48,17.22
188,pacific grove,40,US,1580229994,93,55.0,36.62,-121.92,3.36
189,okha,10,RU,1580229994,94,0.07,53.57,142.95,9.57
190,biltine,100,TD,1580229994,8,70.54,14.53,20.92,8.14
191,eydhafushi,19,MV,1580229994,71,81.27,5.1,73.07,10.33
192,luderitz,0,NA,1580229994,83,65.23,-26.65,15.16,22.19
193,skerries,40,IE,1580229995,75,41.0,53.58,-6.11,11.41
194,urla,20,TR,1580229995,81,55.4,38.32,26.76,5.82
195,homer,90,US,1580229995,85,16.0,59.64,-151.55,5.82
196,sao filipe,72,CV,1580229995,58,73.62,14.9,-24.5,21.32
197,wamba,51,NG,1580229995,14,82.4,8.93,8.6,3.11
198,vila franca do campo,75,PT,1580229995,93,64.4,37.72,-25.43,24.16
199,kavieng,30,PG,1580229996,75,84.06,-2.57,150.8,9.89
200,deputatskiy,100,RU,1580229996,73,-24.07,69.3,139.9,4.41
201,navrongo,35,GH,1580229996,9,82.85,10.9,-1.09,1.32
202,tiznit,0,MA,1580229996,29,62.56,29.58,-9.5,3.87
203,inhambane,20,MZ,1580229996,57,80.6,-23.86,35.38,4.7
204,buraydah,26,SA,1580229800,30,59.0,26.33,43.98,6.93
205,dingle,43,PH,1580229997,86,73.02,11.0,122.67,4.85
206,broome,90,US,1580229997,86,34.0,42.25,-75.83,12.75
207,coihaique,75,CL,1580229997,62,60.8,-45.58,-72.07,8.05
208,srednekolymsk,100,RU,1580229997,92,-23.49,67.45,153.68,7.34
209,fukue,75,JP,1580229997,76,51.8,32.69,128.84,14.99
210,airai,100,TL,1580229997,86,68.67,-8.93,125.41,4.0
211,tuatapere,68,NZ,1580229997,84,57.0,-46.13,167.68,1.01
212,north bend,90,US,1580229997,81,53.01,43.41,-124.22,17.22
213,victoria,20,HK,1580229979,47,57.2,22.29,114.16,9.17
214,luanda,77,AO,1580229850,70,86.0,-8.84,13.23,9.17
215,esmeraldas,75,BR,1580229998,52,87.8,-19.76,-44.31,8.05
216,samana,40,DO,1580229998,78,80.6,19.21,-69.34,6.93
217,ayagoz,100,KZ,1580229998,94,21.51,47.97,80.44,27.18
218,dolores,0,AR,1580229998,16,91.33,-36.31,-57.68,16.06
219,joshimath,100,IN,1580229909,83,28.0,30.57,79.57,3.65
220,amahai,69,ID,1580229999,75,82.72,-3.33,128.92,11.97
221,muros,75,ES,1580229999,100,55.99,42.78,-9.06,2.24
222,shimoda,90,JP,1580229999,71,57.2,34.67,138.95,9.17
223,constitucion,21,CL,1580229999,70,69.33,-35.33,-72.42,17.18
224,faya,40,SA,1580229999,82,59.0,18.39,42.45,8.05
225,the valley,40,AI,1580229999,88,82.99,18.22,-63.06,3.36
226,gumla,0,IN,1580229999,56,59.97,23.05,84.55,1.16
227,tabou,89,CI,1580230000,81,80.89,4.42,-7.35,4.36
228,kashi,0,CN,1580230000,58,24.8,39.45,75.98,6.71
229,kedrovyy,100,RU,1580230000,73,21.2,56.17,91.82,4.47
230,pathein,7,MM,1580230000,65,73.22,16.78,94.73,13.33
231,cabo san lucas,5,MX,1580229722,68,72.0,22.89,-109.91,3.36
232,intipuca,40,SV,1580230001,66,84.2,13.2,-88.05,4.99
233,souillac,75,MU,1580230001,69,77.0,-20.52,57.52,4.81
234,deqing,40,CN,1580230001,60,42.8,30.54,119.96,6.71
235,longfeng,100,CN,1580230001,87,1.47,46.55,125.12,13.71
236,aloleng,27,PH,1580230002,95,69.08,16.13,119.78,2.8
237,palaikastron,0,GR,1580230002,65,57.0,35.2,26.25,7.0
238,wangqing,100,CN,1580230002,83,16.09,43.32,129.76,4.52
239,ibirama,97,BR,1580230002,73,82.0,-27.06,-49.52,1.99
240,tshane,0,BW,1580230002,12,82.44,-24.02,21.87,1.88
241,sokolo,0,ML,1580230002,3,87.06,14.73,-6.12,7.74
242,port lincoln,0,AU,1580230003,77,65.84,-34.73,135.87,5.46
243,ahuimanu,20,US,1580230003,93,66.99,21.44,-157.84,1.86
244,oliveira dos brejinhos,88,BR,1580230003,69,84.31,-12.32,-42.9,0.43
245,shingu,70,JP,1580230003,88,58.62,33.73,135.98,12.8
246,seymchan,100,RU,1580230003,95,-16.26,62.88,152.43,7.14
247,yar-sale,99,RU,1580230003,94,-6.45,66.83,70.83,19.37
248,hamilton,90,US,1580230003,86,35.6,39.18,-84.53,4.7
249,khvatovka,100,RU,1580230003,94,13.89,52.35,46.56,13.56
250,bubaque,78,GW,1580230004,78,77.94,11.28,-15.83,11.21
251,port elizabeth,0,ZA,1580229904,56,71.6,-33.92,25.57,19.46
252,jumla,100,NP,1580230004,88,27.07,29.27,82.18,3.96
253,namibe,40,AO,1580230004,65,80.6,-15.2,12.15,13.87
254,grand-santi,91,GF,1580230004,52,89.35,4.25,-54.38,4.79
255,kenai,90,US,1580230004,77,3.0,60.55,-151.26,10.85
256,lebu,95,CL,1580230004,54,67.55,-37.62,-73.65,11.79
257,enumclaw,90,US,1580229857,93,48.0,47.2,-121.99,4.7
258,bilma,82,NE,1580230005,8,68.94,18.69,12.92,4.9
259,aconibe,72,GQ,1580230005,78,75.45,1.3,10.94,5.03
260,iquique,0,CL,1580230005,61,78.8,-20.22,-70.14,16.11
261,sabana de torres,75,CO,1580230005,94,86.0,7.39,-73.5,4.7
262,bacolod,41,PH,1580230005,79,74.1,10.67,122.95,3.36
263,atambua,100,ID,1580230005,87,78.26,-9.11,124.89,2.59
264,port blair,89,IN,1580230006,61,77.77,11.67,92.75,9.37
265,pak thong chai,28,TH,1580230006,74,68.34,14.72,102.03,2.57
266,lompoc,20,US,1580229835,93,57.99,34.64,-120.46,9.17
267,lorengau,96,PG,1580230006,80,82.9,-2.02,147.27,11.63
268,fartura,0,BR,1580230006,37,88.32,-23.39,-49.51,4.63
269,rorvik,50,NO,1580230006,75,33.01,64.86,11.24,9.17
270,karoi,92,ZW,1580230007,90,67.3,-16.81,29.69,7.76
271,vostok,100,RU,1580230007,83,10.47,46.49,135.88,1.63
272,datia,21,IN,1580230007,58,62.49,25.67,78.47,1.7
273,sakakah,75,SA,1580230007,13,62.6,29.97,40.21,6.93
274,walvis bay,2,NA,1580229746,57,75.2,-22.96,14.51,9.17
275,dawlatabad,23,AF,1580230007,66,36.9,36.41,64.91,5.95
276,martin,40,US,1580230008,64,75.99,27.08,-80.42,9.17
277,kaseda,10,JP,1580230008,81,48.0,31.42,130.32,11.01
278,dunedin,100,NZ,1580230008,90,60.01,-45.87,170.5,1.01
279,komsomolskiy,0,UZ,1580230008,80,35.6,40.43,71.72,2.24
280,avera,1,US,1580230008,57,57.0,33.19,-82.53,3.74
281,staryy nadym,100,RU,1580230008,95,-9.69,65.61,72.68,16.4
282,vestmanna,40,FO,1580230008,76,33.8,62.16,-7.17,1.12
283,charlestown,90,AU,1580230008,88,77.0,-32.95,151.67,14.99
284,dombarovskiy,3,RU,1580230009,92,-4.38,50.76,59.54,4.16
285,cisarua,20,ID,1580230009,83,84.0,-6.65,106.47,2.24
286,berlevag,40,NO,1580230009,85,12.2,70.86,29.09,2.24
287,ust-uda,0,RU,1580230009,85,7.75,54.17,103.03,3.58
288,kilindoni,31,TZ,1580230009,80,83.01,-7.91,39.67,11.79
289,porto santo,20,PT,1580230009,59,66.2,33.07,-16.34,8.05
290,faanui,93,PF,1580230010,75,82.47,-16.48,-151.75,8.7
291,victor harbor,4,AU,1580230010,72,68.0,-35.57,138.62,4.16
292,karpogory,29,RU,1580230010,95,-5.26,64.0,44.45,3.94
293,malinyi,81,TZ,1580230010,85,75.29,-8.93,36.13,0.92
294,sao mateus,100,BR,1580229940,88,75.87,-18.72,-39.86,4.74
295,port-cartier,20,CA,1580230010,43,16.0,50.03,-66.87,12.75
296,chumikan,39,RU,1580230010,85,-1.88,54.72,135.31,4.07
297,juegang,67,CN,1580230011,75,42.01,32.32,121.19,1.01
298,saint george,1,US,1580230011,69,43.0,37.1,-113.58,1.79
299,csurgo,75,HU,1580230011,87,50.0,46.25,17.1,3.36
300,chapada dos guimaraes,40,BR,1580230011,55,91.4,-15.46,-55.75,12.75
301,dothan,1,US,1580229996,54,59.0,31.22,-85.39,4.7
302,itigi,100,TZ,1580230011,97,61.79,-5.7,34.48,3.94
303,taltal,11,CL,1580230012,68,70.75,-25.4,-70.48,8.7
304,nanortalik,67,GL,1580230012,72,22.12,60.14,-45.24,16.24
305,comodoro rivadavia,40,AR,1580230012,32,68.0,-45.87,-67.5,12.75
306,lixourion,40,GR,1580230012,82,55.4,38.2,20.43,3.36
307,puerto leguizamo,99,CO,1580230012,35,96.24,-0.19,-74.78,4.61
308,at-bashi,0,KG,1580230012,48,-6.65,41.17,75.81,5.91
309,paamiut,1,GL,1580230013,51,13.08,61.99,-49.67,11.81
310,urucara,27,BR,1580230013,47,94.05,-2.54,-57.76,6.93
311,san juan,2,AR,1580230013,22,94.53,-31.54,-68.54,8.05
312,iracoubo,100,GF,1580230013,81,80.71,5.48,-53.2,13.27
313,aripuana,100,BR,1580229932,92,82.85,-9.17,-60.63,3.44
314,antofagasta,20,CL,1580230013,69,73.4,-23.65,-70.4,12.75
315,dong hoi,100,VN,1580229867,96,62.92,17.48,106.6,4.52
316,bac lieu,89,VN,1580230014,91,70.88,9.29,105.72,4.29
317,vanimo,100,PG,1580230014,79,82.9,-2.67,141.3,13.65
318,tecoanapa,0,MX,1580230014,35,94.24,16.52,-98.75,2.57
319,adrar,0,MR,1580230014,15,83.19,20.5,-10.07,9.08
320,palmer,90,US,1580229855,64,39.2,42.16,-72.33,8.05
321,bara,1,NG,1580230014,14,76.93,10.37,10.73,7.2
322,sept-iles,20,CA,1580230015,43,16.0,50.2,-66.38,12.75
323,mangrol,0,IN,1580230015,61,69.94,21.12,70.12,16.31
324,porbandar,0,IN,1580230015,60,69.64,21.64,69.61,18.3
325,kieta,87,PG,1580230015,78,81.34,-6.22,155.63,7.18
326,port hedland,1,AU,1580230015,84,86.0,-20.32,118.57,13.87
327,la ronge,90,CA,1580230015,92,15.8,55.1,-105.28,6.93
328,ribeira grande,75,PT,1580230015,93,64.4,38.52,-28.7,13.87
329,lodwar,100,KE,1580230016,48,85.19,3.12,35.6,6.51
330,margate,20,GB,1580230016,68,43.0,51.38,1.39,16.11
331,imeni poliny osipenko,100,RU,1580230016,95,5.25,52.42,136.49,5.06
332,rudnogorsk,28,RU,1580230016,92,5.86,57.26,103.75,2.73
333,codrington,32,AU,1580230016,88,60.91,-38.27,141.97,8.99
334,ambilobe,99,MG,1580230016,88,77.41,-13.2,49.05,1.59
335,gawler,0,AU,1580230017,72,70.0,-34.6,138.73,3.13
336,ribeira brava,20,PT,1580230017,59,66.2,32.65,-17.07,6.93
337,hendrina,25,ZA,1580230017,70,63.27,-26.16,29.72,5.75
338,wahiawa,1,US,1580230017,87,66.99,21.5,-158.02,1.86
339,esperance,90,AU,1580230017,94,68.0,-33.87,121.9,11.41
340,caravelas,83,BR,1580230017,83,80.87,-17.71,-39.25,12.73
341,denpasar,20,ID,1580230017,83,84.2,-8.65,115.22,5.82
342,touros,40,BR,1580230017,55,89.6,-5.2,-35.46,17.22
343,awjilah,0,LY,1580230018,47,59.36,29.11,21.29,5.61
344,bukachacha,0,RU,1580230018,86,-1.89,52.98,116.92,1.79
345,venado tuerto,0,AR,1580230018,40,87.01,-33.75,-61.97,8.01
346,bethel,90,US,1580230018,64,43.0,41.37,-73.41,13.87
347,lasa,75,IT,1580230018,79,42.8,46.62,10.7,2.24
348,sivas,75,TR,1580230018,86,30.2,39.79,37.0,20.8
349,henties bay,89,NA,1580230019,79,69.01,-22.12,14.28,5.01
350,verkhoturye,0,RU,1580230019,94,-10.57,58.86,60.81,4.25
351,predivinsk,100,RU,1580230019,87,18.14,57.07,93.44,5.5
352,alihe,0,CN,1580230019,93,0.66,50.57,123.72,3.49
353,krasnouralsk,0,RU,1580230019,90,-13.23,58.36,60.04,6.69
354,banda aceh,99,ID,1580230019,90,73.49,5.56,95.32,1.97
355,nuuk,75,GL,1580229741,56,12.2,64.18,-51.72,11.41
356,flinders,75,AU,1580230020,100,73.0,-34.58,150.86,8.05
357,gushikawa,90,JP,1580230020,77,62.6,26.35,127.87,5.82
358,san jose,90,US,1580229947,87,54.0,37.34,-121.89,1.77
359,kununurra,69,AU,1580230020,83,84.2,-15.77,128.73,5.82
360,mehamn,86,NO,1580230020,72,17.6,71.04,27.85,17.22
361,arklow,40,IE,1580230020,80,39.99,52.79,-6.14,20.8
362,topolobampo,5,MX,1580230020,77,70.0,25.6,-109.05,11.25
363,san andres,75,CO,1580230010,62,84.2,12.58,-81.7,8.05
364,fortuna,90,US,1580230021,87,53.6,40.6,-124.16,10.29
365,myitkyina,0,MM,1580230021,68,52.43,25.38,97.4,3.44
366,taoudenni,91,ML,1580230021,16,78.84,22.68,-3.98,10.42
367,matagami,90,CA,1580230021,92,6.8,49.75,-77.63,9.17
368,kochevo,0,RU,1580230021,97,-17.59,59.6,54.31,3.29
369,kailua,20,US,1580229722,93,66.99,21.4,-157.74,5.06
370,luwuk,73,ID,1580230021,78,81.28,-0.95,122.79,5.41
371,hay river,90,CA,1580230022,84,3.2,60.82,-115.8,5.82
372,ngawi,86,ID,1580230022,91,76.86,-7.4,111.45,0.43
373,bani,40,DO,1580230022,66,86.0,18.28,-70.33,9.17
374,beringovskiy,98,RU,1580230022,99,-1.39,63.05,179.32,8.03
375,frontera,0,MX,1580230022,16,73.11,26.93,-101.45,15.82
376,dakar,79,SN,1580229890,28,93.2,14.69,-17.44,11.41
377,hambantota,40,LK,1580230023,100,75.2,6.12,81.12,4.7
378,isangel,90,VU,1580230023,78,76.32,-19.55,169.27,11.52
379,hastings,40,GB,1580229779,86,43.0,50.86,0.57,21.92
380,miramar,75,US,1580230023,69,78.01,25.99,-80.23,5.82
381,kaeo,18,NZ,1580230023,100,68.0,-35.1,173.78,2.77
382,catuday,31,PH,1580230024,82,77.27,16.29,119.81,16.06
383,oktyabrskiy,36,RU,1580230024,95,-3.69,54.48,53.47,4.38
384,sandwick,40,GB,1580230024,86,39.2,60.0,-1.25,3.36
385,bambous virieux,75,MU,1580230024,69,77.0,-20.34,57.76,7.2
